Lote,FechaInicioPlantacion,FechaFinPlantacion,Precipitacion_mm (400-1000),Temperatura_C (18-28),Humedad_porcentaje (50-90),HorasSol_dia (12-13),Altitud_msnm (0-3200),CostoTotal_USD (3000-5000),Produccion_qt (400-500),Produccion_kg (40000-50000),Fertilizante_NPK (N-P-K),ModoRiego (Aspersion/Goteo/Gravedad),Riego_Etapa1_mm (20-50),Riego_Etapa2_mm (30-60),Riego_Etapa3_mm (40-70),DistanciaMecanizacion_m (10-50),DistanciaSiembra_m (0.5-1.0),TipoSuelo (Arenoso/Arcilloso/Franco),pH_Suelo (5.5-7.5)
4857,3615-06-08,3615-10-06,866.92,27.85,51.59,12.38,1101.46,3732.28,454.01,48107.0,N-20 P-19 K-17,Gravedad,33.4,37.71,59.78,29.63,0.8,Arcilloso,6.1
4858,3615-10-06,3616-02-03,816.26,18.95,51.89,12.99,125.66,3150.74,474.48,41749.0,N-15 P-12 K-10,Gravedad,21.43,35.38,45.91,17.05,0.7,Franco,5.6
4859,3616-02-03,3616-06-02,875.89,23.35,56.86,12.71,2699.81,4707.59,475.3,47885.0,N-15 P-11 K-18,Aspersion,38.49,40.66,61.15,39.06,0.8,Franco,7.2
4860,3616-06-02,3616-09-30,531.78,23.3,77.98,12.75,588.0,4959.51,467.39,44061.0,N-11 P-20 K-17,Gravedad,49.9,48.48,62.74,26.34,1.0,Franco,6.9
4861,3616-09-30,3617-01-28,990.04,23.76,85.76,12.49,2535.16,3251.26,428.9,46767.0,N-14 P-13 K-16,Aspersion,28.44,37.5,44.52,45.78,0.8,Arenoso,7.1
4862,3617-01-28,3617-05-28,800.94,21.08,88.57,12.81,727.26,3502.93,421.74,49487.0,N-14 P-19 K-19,Aspersion,38.78,30.44,64.99,22.33,0.7,Arcilloso,6.0
4863,3617-05-28,3617-09-25,946.54,19.77,60.98,12.01,3069.77,4634.19,480.91,45469.0,N-10 P-17 K-13,Aspersion,25.99,52.07,47.4,13.26,0.7,Arcilloso,6.6
4864,3617-09-25,3618-01-23,769.86,24.59,89.46,12.2,1382.94,3040.65,453.92,49701.0,N-13 P-16 K-15,Aspersion,35.99,40.01,64.78,41.82,0.9,Arcilloso,5.6
4865,3618-01-23,3618-05-23,954.45,24.13,51.22,12.04,835.11,3390.15,459.26,40965.0,N-16 P-14 K-12,Gravedad,43.56,52.08,45.8,21.68,0.9,Arenoso,7.0
4866,3618-05-23,3618-09-20,645.49,18.56,76.16,12.34,623.53,4393.73,488.45,42239.0,N-12 P-20 K-18,Goteo,40.36,48.82,66.6,38.4,0.8,Arcilloso,6.3
4867,3618-09-20,3619-01-18,778.31,19.9,72.84,12.06,1650.01,3672.7,499.49,47257.0,N-16 P-20 K-16,Gravedad,41.31,41.1,65.79,21.62,0.8,Arenoso,6.4
4868,3619-01-18,3619-05-18,595.81,25.7,87.09,12.86,1700.18,4846.01,441.6,44953.0,N-15 P-12 K-15,Gravedad,42.85,30.62,51.49,22.28,0.9,Arenoso,6.3
4869,3619-05-18,3619-09-15,664.13,25.74,58.58,12.14,504.09,4937.61,450.18,46342.0,N-14 P-17 K-15,Gravedad,43.65,37.53,44.76,33.82,0.7,Franco,5.9
4870,3619-09-15,3620-01-13,880.34,22.26,80.5,12.36,222.54,4969.03,455.1,42289.0,N-16 P-11 K-16,Goteo,23.39,58.16,49.99,22.52,0.5,Franco,6.1
4871,3620-01-13,3620-05-12,667.05,26.92,64.7,12.29,2239.34,3583.5,408.01,43287.0,N-17 P-12 K-18,Gravedad,45.95,41.12,43.53,26.13,0.9,Franco,6.2
4872,3620-05-12,3620-09-09,706.55,24.09,69.81,12.49,1430.02,4770.88,424.75,43534.0,N-19 P-14 K-12,Goteo,27.42,31.4,57.24,10.72,0.7,Arenoso,7.0
4873,3620-09-09,3621-01-07,708.58,26.29,51.41,12.52,3038.74,4536.86,454.91,44756.0,N-11 P-20 K-12,Gravedad,49.5,49.02,50.55,12.66,0.5,Arenoso,5.6
4874,3621-01-07,3621-05-07,961.67,21.8,88.1,12.42,2666.42,3577.09,473.27,42196.0,N-10 P-19 K-15,Goteo,29.26,51.12,46.74,48.74,0.8,Franco,6.5
4875,3621-05-07,3621-09-04,481.57,19.82,59.48,12.97,1893.5,3198.8,459.59,44354.0,N-18 P-15 K-20,Goteo,41.32,47.32,49.13,35.94,0.9,Arenoso,6.3
4876,3621-09-04,3622-01-02,825.59,24.9,83.33,12.38,2672.4,4831.76,499.35,41837.0,N-12 P-20 K-17,Aspersion,21.24,40.81,48.57,43.43,0.8,Arcilloso,6.5
4877,3622-01-02,3622-05-02,496.65,19.76,53.84,12.86,245.28,4586.41,463.53,46759.0,N-20 P-11 K-15,Aspersion,44.81,48.82,49.04,19.41,0.8,Arenoso,5.8
4878,3622-05-02,3622-08-30,843.38,19.97,64.27,12.16,1640.78,4036.67,416.44,46904.0,N-15 P-12 K-14,Goteo,32.07,51.24,56.76,20.04,0.5,Franco,5.9
4879,3622-08-30,3622-12-28,578.06,18.1,60.98,13.0,1978.0,4491.08,429.88,48398.0,N-20 P-14 K-20,Gravedad,42.57,49.27,66.57,23.02,0.9,Franco,5.9
4880,3622-12-28,3623-04-27,909.02,24.72,83.73,12.67,149.09,3895.53,414.9,41682.0,N-19 P-12 K-11,Gravedad,32.46,38.23,68.54,28.69,0.6,Franco,6.5
4881,3623-04-27,3623-08-25,600.6,26.46,68.29,12.48,1445.89,4885.14,428.36,44944.0,N-14 P-18 K-10,Aspersion,20.21,58.68,65.55,19.52,0.9,Franco,6.4
4882,3623-08-25,3623-12-23,500.33,19.23,71.01,12.76,831.76,4827.0,458.44,42745.0,N-13 P-13 K-18,Aspersion,25.6,48.09,49.12,26.43,0.5,Franco,6.5
4883,3623-12-23,3624-04-21,919.17,27.19,61.43,12.95,287.84,4459.89,472.1,49900.0,N-10 P-10 K-11,Goteo,32.86,47.79,41.77,22.57,0.8,Arenoso,6.4
4884,3624-04-21,3624-08-19,723.63,24.65,56.55,12.34,2195.69,4057.47,481.7,43911.0,N-14 P-14 K-13,Aspersion,49.63,31.72,49.99,44.28,0.6,Arcilloso,6.3
4885,3624-08-19,3624-12-17,856.48,18.05,63.45,12.58,888.1,3756.78,494.91,41097.0,N-17 P-15 K-13,Goteo,47.99,58.74,48.51,49.79,0.8,Franco,6.7
4886,3624-12-17,3625-04-16,679.52,23.88,78.67,13.0,2730.92,3573.02,454.99,47023.0,N-11 P-16 K-20,Gravedad,36.38,54.08,40.88,34.12,0.8,Arenoso,7.3
4887,3625-04-16,3625-08-14,794.09,21.44,82.34,12.95,1846.91,3412.73,464.03,47316.0,N-15 P-20 K-18,Gravedad,36.06,50.04,43.38,44.01,0.9,Arenoso,5.8
4888,3625-08-14,3625-12-12,987.03,21.33,73.34,12.85,2555.14,4452.17,459.42,49600.0,N-10 P-19 K-12,Aspersion,41.87,41.73,42.72,14.88,0.7,Arcilloso,7.0
4889,3625-12-12,3626-04-11,870.98,23.1,67.72,12.15,900.86,4844.57,406.75,41293.0,N-12 P-20 K-20,Goteo,20.84,44.54,45.35,24.67,1.0,Franco,5.6
4890,3626-04-11,3626-08-09,778.89,24.56,77.78,12.82,1647.47,3391.09,415.75,49213.0,N-10 P-19 K-19,Goteo,23.6,33.6,53.76,31.33,1.0,Franco,7.2
4891,3626-08-09,3626-12-07,574.63,27.57,81.41,12.83,2964.19,4042.39,496.33,40773.0,N-15 P-11 K-14,Gravedad,42.17,57.41,55.05,30.8,0.9,Arenoso,7.0
4892,3626-12-07,3627-04-06,513.27,20.04,60.6,12.98,1923.18,4972.91,479.0,49696.0,N-16 P-19 K-18,Aspersion,20.3,44.8,46.66,43.78,0.5,Franco,6.6
4893,3627-04-06,3627-08-04,824.16,23.64,84.83,12.26,2949.02,4509.67,459.7,48602.0,N-17 P-13 K-20,Goteo,28.62,49.73,46.03,40.82,0.8,Arcilloso,6.8
4894,3627-08-04,3627-12-02,710.58,18.5,84.95,12.97,2049.65,3355.31,479.95,40020.0,N-16 P-18 K-10,Aspersion,33.55,45.45,68.12,20.97,1.0,Arcilloso,5.6
4895,3627-12-02,3628-03-31,400.2,25.25,72.94,12.32,2608.07,3339.98,477.82,47727.0,N-14 P-12 K-18,Goteo,36.69,56.28,62.0,39.77,0.8,Arcilloso,6.6
4896,3628-03-31,3628-07-29,681.37,20.59,59.82,12.58,2436.76,3050.19,416.4,42340.0,N-19 P-12 K-20,Goteo,28.05,41.48,46.37,39.57,0.8,Franco,6.0
4897,3628-07-29,3628-11-26,996.07,20.66,71.29,12.03,2354.3,4076.75,412.57,42857.0,N-14 P-18 K-16,Goteo,40.88,51.26,53.69,24.68,0.7,Franco,5.9
4898,3628-11-26,3629-03-26,478.64,25.84,87.75,12.94,1860.31,4898.5,462.91,40646.0,N-12 P-20 K-17,Aspersion,47.65,38.26,47.99,26.21,0.5,Franco,6.0
4899,3629-03-26,3629-07-24,905.5,27.61,74.99,12.26,9.73,3890.25,431.87,42925.0,N-12 P-20 K-19,Gravedad,44.19,51.21,56.06,42.43,0.5,Arenoso,7.3
4900,3629-07-24,3629-11-21,741.18,25.01,65.03,12.64,2959.3,3199.17,400.72,45928.0,N-17 P-10 K-13,Goteo,48.52,59.26,46.33,35.17,0.5,Arenoso,6.7
4901,3629-11-21,3630-03-21,978.79,22.69,63.39,12.22,2311.56,3265.91,462.53,48361.0,N-13 P-18 K-13,Goteo,43.41,33.73,64.52,37.47,1.0,Arcilloso,6.5
4902,3630-03-21,3630-07-19,965.48,25.6,64.83,12.06,2598.72,3980.86,433.3,46716.0,N-17 P-10 K-17,Gravedad,26.25,47.29,48.39,34.11,0.7,Arcilloso,6.2
4903,3630-07-19,3630-11-16,403.73,24.02,77.22,12.43,971.79,3650.85,481.79,49429.0,N-17 P-10 K-12,Aspersion,23.8,32.24,42.72,13.77,0.9,Franco,5.5
4904,3630-11-16,3631-03-16,880.61,19.35,81.63,12.1,2413.01,3823.76,485.08,41614.0,N-13 P-16 K-15,Goteo,47.09,43.22,53.31,30.7,0.5,Arenoso,6.7
4905,3631-03-16,3631-07-14,776.56,20.72,62.12,12.66,898.25,3101.92,483.67,49255.0,N-13 P-18 K-17,Aspersion,34.65,46.32,61.42,16.95,0.6,Franco,5.9
4906,3631-07-14,3631-11-11,782.29,18.87,63.88,12.28,942.46,4701.34,469.42,48353.0,N-11 P-18 K-18,Aspersion,38.76,51.03,52.64,10.52,0.6,Franco,6.8
4907,3631-11-11,3632-03-10,630.47,23.23,85.2,12.95,989.29,3759.97,419.65,40291.0,N-19 P-19 K-14,Gravedad,41.15,41.42,51.95,35.1,0.6,Franco,7.0
4908,3632-03-10,3632-07-08,729.01,21.15,68.34,12.19,3177.46,3429.12,496.35,46267.0,N-11 P-14 K-17,Goteo,34.06,47.21,62.63,36.2,0.6,Arenoso,7.2
4909,3632-07-08,3632-11-05,593.19,18.6,75.39,12.36,3178.73,4391.89,481.2,41889.0,N-16 P-10 K-12,Gravedad,41.53,44.05,44.16,25.4,0.8,Arenoso,5.6
4910,3632-11-05,3633-03-05,609.05,20.05,53.25,12.02,2890.98,4586.07,401.6,48942.0,N-11 P-17 K-17,Aspersion,29.04,57.79,59.06,18.28,0.9,Arenoso,6.5
4911,3633-03-05,3633-07-03,691.22,20.79,60.53,12.58,1649.83,3448.29,416.34,40565.0,N-14 P-17 K-16,Gravedad,29.22,50.53,59.82,46.11,0.6,Arenoso,6.8
4912,3633-07-03,3633-10-31,615.05,24.19,64.5,12.09,765.88,4711.14,438.41,43566.0,N-15 P-14 K-12,Goteo,30.79,52.55,65.34,35.07,0.6,Arcilloso,7.3
4913,3633-10-31,3634-02-28,758.87,27.95,62.8,12.16,2593.6,4869.76,410.33,49872.0,N-11 P-14 K-18,Gravedad,30.02,52.94,53.4,39.94,0.9,Arcilloso,5.6
4914,3634-02-28,3634-06-28,592.18,22.31,82.95,12.12,2510.79,4332.66,450.16,49023.0,N-19 P-17 K-18,Aspersion,42.2,35.72,64.26,20.22,0.9,Franco,6.6
4915,3634-06-28,3634-10-26,542.21,20.52,50.11,12.14,1770.69,3643.96,468.88,47980.0,N-16 P-20 K-12,Gravedad,25.41,52.43,69.7,12.55,0.7,Franco,6.4
4916,3634-10-26,3635-02-23,735.95,20.94,75.07,12.92,3099.19,4122.33,438.76,44200.0,N-20 P-10 K-19,Goteo,20.95,42.88,65.27,49.65,0.7,Franco,6.3
4917,3635-02-23,3635-06-23,939.4,23.94,57.73,12.85,5.66,3869.79,407.18,40858.0,N-11 P-13 K-14,Aspersion,44.67,46.75,44.63,36.87,0.7,Arcilloso,5.5
4918,3635-06-23,3635-10-21,849.09,20.41,56.0,12.83,2879.43,4199.63,405.25,47875.0,N-16 P-10 K-20,Gravedad,34.91,50.6,56.14,16.26,0.5,Arenoso,6.2
4919,3635-10-21,3636-02-18,675.29,18.74,87.44,12.9,310.58,4205.07,455.68,43607.0,N-14 P-17 K-12,Gravedad,43.68,49.5,40.04,37.41,0.6,Arenoso,7.3
4920,3636-02-18,3636-06-17,494.83,20.06,69.55,12.92,287.35,4379.09,488.86,40972.0,N-18 P-11 K-10,Aspersion,24.48,31.57,41.46,31.02,0.7,Franco,5.7
4921,3636-06-17,3636-10-15,634.29,19.19,76.84,12.54,1837.55,3742.62,496.63,47004.0,N-12 P-20 K-10,Gravedad,33.89,35.51,60.08,13.26,1.0,Arcilloso,7.0
4922,3636-10-15,3637-02-12,400.57,27.72,69.97,12.4,1431.4,4616.65,445.8,46886.0,N-10 P-10 K-20,Goteo,37.68,48.51,52.01,30.91,0.7,Arcilloso,7.3
4923,3637-02-12,3637-06-12,763.33,24.23,50.73,12.87,1284.94,3146.39,430.17,46296.0,N-20 P-14 K-10,Goteo,46.43,45.69,64.62,13.54,0.6,Arcilloso,6.3
4924,3637-06-12,3637-10-10,567.47,22.96,64.26,12.03,2834.43,4899.15,402.07,47686.0,N-10 P-18 K-12,Gravedad,28.78,32.99,56.73,15.32,0.7,Arenoso,7.2
4925,3637-10-10,3638-02-07,511.58,26.34,84.23,12.73,2000.23,4642.1,425.98,42071.0,N-12 P-14 K-12,Gravedad,48.46,34.83,66.67,24.89,0.7,Arcilloso,6.2
4926,3638-02-07,3638-06-07,531.85,22.24,86.02,12.95,2288.61,4388.42,451.66,42087.0,N-12 P-12 K-11,Aspersion,22.77,44.61,57.22,36.27,1.0,Arenoso,6.9
4927,3638-06-07,3638-10-05,891.79,20.47,67.5,12.97,466.64,3250.37,474.97,49828.0,N-13 P-12 K-12,Gravedad,40.77,40.46,61.37,31.29,0.6,Arenoso,5.6
4928,3638-10-05,3639-02-02,588.83,18.72,73.22,12.63,3044.41,4748.37,478.58,43051.0,N-14 P-18 K-14,Gravedad,38.68,34.45,49.88,40.04,0.7,Arenoso,7.4
4929,3639-02-02,3639-06-02,786.16,25.6,79.63,12.35,2689.5,4152.27,445.21,47566.0,N-18 P-20 K-19,Aspersion,33.94,38.81,55.1,46.14,0.9,Arenoso,6.9
4930,3639-06-02,3639-09-30,544.77,23.52,80.81,12.11,1091.31,4958.0,409.99,43724.0,N-11 P-20 K-12,Goteo,48.04,43.42,42.77,32.22,0.7,Arcilloso,5.7
4931,3639-09-30,3640-01-28,451.49,27.06,83.01,12.07,1963.31,4004.18,467.98,41959.0,N-17 P-20 K-12,Aspersion,31.79,53.24,62.61,26.12,0.7,Arcilloso,6.4
4932,3640-01-28,3640-05-27,422.93,23.8,84.19,12.71,2893.93,4083.59,494.26,47876.0,N-13 P-12 K-10,Aspersion,23.25,51.72,66.55,36.59,0.6,Arenoso,5.7
4933,3640-05-27,3640-09-24,890.58,21.51,84.55,12.7,1593.21,3622.29,426.38,45650.0,N-12 P-12 K-11,Aspersion,29.51,36.3,41.36,26.19,1.0,Arcilloso,7.4
4934,3640-09-24,3641-01-22,982.43,21.99,53.87,12.09,584.17,3889.96,459.2,44069.0,N-20 P-20 K-10,Aspersion,43.06,56.39,69.19,48.88,0.7,Franco,6.6
4935,3641-01-22,3641-05-22,933.3,22.42,56.75,12.47,372.01,3190.95,404.3,43173.0,N-20 P-18 K-15,Gravedad,48.07,32.4,41.59,43.57,0.6,Franco,5.7
4936,3641-05-22,3641-09-19,580.59,18.6,73.6,12.11,2045.03,4531.06,421.32,48519.0,N-16 P-20 K-10,Gravedad,24.86,34.65,47.83,44.38,0.7,Arcilloso,6.0
4937,3641-09-19,3642-01-17,487.97,22.25,83.88,12.41,2137.03,4758.1,487.53,43645.0,N-18 P-20 K-12,Goteo,20.24,51.34,52.06,34.57,0.9,Arenoso,6.2
4938,3642-01-17,3642-05-17,475.69,21.23,77.98,12.18,2060.43,4509.17,431.66,41919.0,N-10 P-12 K-14,Aspersion,22.93,58.26,47.79,30.74,0.8,Franco,7.3
4939,3642-05-17,3642-09-14,821.72,25.52,86.36,12.36,2372.58,3803.15,478.15,49796.0,N-15 P-17 K-17,Gravedad,37.56,38.67,64.63,18.02,0.7,Arenoso,6.0
4940,3642-09-14,3643-01-12,686.77,22.65,77.82,12.42,1340.05,4356.97,428.81,42220.0,N-15 P-15 K-10,Aspersion,25.73,30.73,67.59,16.55,0.9,Franco,6.4
4941,3643-01-12,3643-05-12,932.92,22.46,83.25,12.23,2982.31,3143.38,456.71,44155.0,N-12 P-14 K-20,Gravedad,46.16,53.02,68.66,17.6,0.6,Franco,6.4
4942,3643-05-12,3643-09-09,524.94,22.39,59.36,12.55,1121.71,4766.88,420.81,45926.0,N-10 P-20 K-13,Gravedad,43.8,53.01,40.06,21.93,0.5,Arcilloso,5.5
4943,3643-09-09,3644-01-07,761.93,21.21,60.32,12.58,1666.49,3431.28,476.24,41291.0,N-16 P-10 K-15,Gravedad,26.32,37.73,56.73,17.6,0.7,Franco,5.8
4944,3644-01-07,3644-05-06,593.55,18.92,73.36,12.9,1689.53,4049.36,493.85,46011.0,N-14 P-15 K-20,Aspersion,48.56,31.42,45.47,26.2,0.6,Arenoso,6.2
4945,3644-05-06,3644-09-03,962.13,27.17,71.98,12.52,979.13,4447.38,434.96,48822.0,N-14 P-15 K-12,Aspersion,44.56,34.17,47.13,16.85,0.8,Franco,6.0
4946,3644-09-03,3645-01-01,849.46,27.44,57.16,12.3,942.41,4332.94,425.23,44747.0,N-13 P-17 K-11,Gravedad,49.66,42.44,47.24,19.25,1.0,Arcilloso,5.6
4947,3645-01-01,3645-05-01,869.66,26.01,81.58,12.16,1255.3,4415.75,462.91,43159.0,N-19 P-12 K-13,Aspersion,24.13,35.68,67.12,35.11,0.8,Arcilloso,6.3
4948,3645-05-01,3645-08-29,610.19,19.04,65.23,12.02,209.06,3946.73,441.35,42934.0,N-11 P-15 K-20,Goteo,33.68,46.82,62.99,32.34,0.8,Arenoso,7.4
4949,3645-08-29,3645-12-27,569.3,18.68,61.49,12.92,1704.3,4508.52,426.67,42569.0,N-10 P-18 K-15,Aspersion,26.24,51.44,49.23,35.41,0.9,Arenoso,6.3
4950,3645-12-27,3646-04-26,497.16,26.24,61.32,12.26,2233.97,3256.28,483.99,48270.0,N-11 P-13 K-11,Goteo,36.59,58.22,66.43,23.35,1.0,Arenoso,5.8
4951,3646-04-26,3646-08-24,786.19,19.69,77.62,12.37,3103.08,3657.86,419.88,49250.0,N-15 P-18 K-16,Goteo,47.67,50.56,40.2,21.58,0.8,Arenoso,5.6
4952,3646-08-24,3646-12-22,416.19,22.31,81.12,12.24,3151.84,4103.61,482.74,42723.0,N-14 P-20 K-18,Goteo,40.1,47.63,64.12,27.83,0.7,Franco,7.3
4953,3646-12-22,3647-04-21,701.92,27.83,77.33,12.49,2296.32,4010.7,436.98,46434.0,N-18 P-15 K-18,Aspersion,44.66,41.83,48.6,36.01,0.5,Arcilloso,6.2
4954,3647-04-21,3647-08-19,481.91,18.77,52.78,12.73,192.39,4711.61,430.2,45553.0,N-11 P-12 K-17,Goteo,43.99,50.78,58.0,12.44,0.8,Arenoso,7.1
4955,3647-08-19,3647-12-17,991.5,18.63,54.76,12.97,1944.61,4083.78,485.93,40700.0,N-18 P-13 K-17,Goteo,22.75,35.02,54.47,32.33,0.6,Arenoso,6.7
4956,3647-12-17,3648-04-15,942.8,23.5,70.54,12.55,2086.27,3135.84,466.69,42165.0,N-15 P-18 K-15,Aspersion,21.92,52.0,43.37,38.2,0.8,Franco,6.5
4957,3648-04-15,3648-08-13,637.15,18.04,85.74,12.79,2800.93,4511.67,414.34,46015.0,N-19 P-16 K-10,Gravedad,31.87,56.16,49.11,33.4,0.9,Franco,7.1
4958,3648-08-13,3648-12-11,991.3,20.7,75.66,12.2,104.41,4864.79,445.32,47424.0,N-15 P-20 K-16,Aspersion,29.67,50.62,65.78,26.31,0.7,Arenoso,6.1
4959,3648-12-11,3649-04-10,541.8,27.0,78.78,12.74,1967.47,3589.62,475.01,44301.0,N-20 P-16 K-12,Goteo,41.14,57.39,62.87,30.75,0.5,Arenoso,7.4
4960,3649-04-10,3649-08-08,617.78,25.97,79.96,12.22,1666.09,3350.57,471.84,41239.0,N-14 P-17 K-15,Aspersion,22.91,34.29,40.19,30.73,0.9,Arenoso,5.8
4961,3649-08-08,3649-12-06,580.4,18.43,82.79,12.88,2350.51,3268.36,419.55,44122.0,N-10 P-19 K-15,Goteo,24.33,57.29,69.88,23.06,0.7,Franco,6.8
4962,3649-12-06,3650-04-05,923.49,24.69,75.54,12.26,2929.24,3780.46,443.56,40910.0,N-16 P-16 K-17,Gravedad,42.35,36.24,63.47,37.66,0.9,Arenoso,6.9
4963,3650-04-05,3650-08-03,820.65,20.71,77.65,12.91,1076.4,3748.14,418.67,49378.0,N-11 P-12 K-15,Goteo,31.6,49.5,60.66,26.0,0.9,Franco,7.0
4964,3650-08-03,3650-12-01,566.54,20.65,77.9,12.39,2975.67,4781.63,485.02,45030.0,N-15 P-15 K-13,Gravedad,38.44,57.85,52.13,28.99,0.6,Arcilloso,7.4
4965,3650-12-01,3651-03-31,614.72,24.3,87.53,12.51,2957.31,4730.41,438.56,46818.0,N-12 P-12 K-17,Goteo,25.69,41.47,52.03,30.08,0.8,Arcilloso,6.5
4966,3651-03-31,3651-07-29,719.72,19.33,65.0,12.18,2224.97,3406.06,452.71,48843.0,N-19 P-13 K-14,Goteo,22.59,52.64,65.1,15.33,0.6,Arenoso,6.3
4967,3651-07-29,3651-11-26,441.1,27.32,71.0,12.43,2159.34,4333.91,431.69,45424.0,N-10 P-19 K-19,Aspersion,30.28,58.08,67.14,47.72,0.8,Arcilloso,5.8
4968,3651-11-26,3652-03-25,634.27,24.2,87.07,12.96,182.99,3837.1,484.07,43651.0,N-17 P-13 K-19,Goteo,21.67,42.34,56.7,21.28,0.9,Arenoso,5.9
4969,3652-03-25,3652-07-23,465.96,19.41,59.76,12.46,1160.37,4128.69,468.78,40285.0,N-20 P-10 K-18,Goteo,40.09,53.45,42.48,46.16,0.9,Arcilloso,7.1
4970,3652-07-23,3652-11-20,706.61,24.94,54.73,12.24,2159.72,4360.8,410.52,41013.0,N-13 P-12 K-18,Gravedad,46.25,56.85,46.95,12.97,0.6,Franco,5.5
4971,3652-11-20,3653-03-20,987.87,23.26,63.63,12.52,2902.08,4595.79,469.97,47000.0,N-19 P-12 K-17,Gravedad,22.32,32.78,41.09,39.41,0.5,Franco,5.9
4972,3653-03-20,3653-07-18,839.67,20.83,58.22,12.1,2737.22,4001.36,471.63,49059.0,N-18 P-14 K-12,Aspersion,31.18,48.49,61.94,21.98,0.7,Franco,5.8
4973,3653-07-18,3653-11-15,600.41,19.41,72.12,12.97,3157.11,3497.77,443.63,49517.0,N-15 P-13 K-18,Aspersion,37.19,59.67,67.27,46.9,0.6,Arenoso,6.2
4974,3653-11-15,3654-03-15,435.8,18.61,52.36,12.95,3020.35,4007.28,485.7,49311.0,N-17 P-20 K-15,Goteo,28.96,38.94,53.65,40.54,0.6,Arenoso,5.7
4975,3654-03-15,3654-07-13,571.48,26.94,83.94,12.63,1666.35,4833.53,444.33,45066.0,N-19 P-13 K-10,Goteo,41.28,45.21,57.41,13.0,0.8,Arenoso,6.6
4976,3654-07-13,3654-11-10,749.72,26.88,81.47,12.09,884.35,4479.97,473.91,49574.0,N-19 P-14 K-10,Aspersion,42.26,46.7,53.07,23.33,0.7,Arcilloso,6.3
4977,3654-11-10,3655-03-10,552.68,22.51,58.48,12.34,1890.41,4182.77,469.17,48499.0,N-18 P-17 K-18,Aspersion,31.81,37.55,52.05,10.77,0.6,Franco,5.7
4978,3655-03-10,3655-07-08,985.65,25.56,74.7,12.81,768.78,4118.92,486.02,42394.0,N-15 P-10 K-15,Goteo,49.0,57.19,41.35,11.15,0.8,Arenoso,7.2
4979,3655-07-08,3655-11-05,546.35,20.84,52.79,12.35,3162.49,4976.77,446.35,44467.0,N-14 P-10 K-11,Gravedad,44.33,46.82,42.08,31.66,0.8,Franco,6.8
4980,3655-11-05,3656-03-04,618.45,23.05,86.33,12.18,704.91,4853.77,491.59,43521.0,N-10 P-20 K-19,Gravedad,41.27,58.91,54.66,31.63,0.9,Arenoso,7.2
4981,3656-03-04,3656-07-02,730.66,18.41,67.18,12.41,389.93,3804.71,484.12,41600.0,N-16 P-10 K-11,Gravedad,45.43,39.03,65.52,40.59,0.8,Arcilloso,6.9
4982,3656-07-02,3656-10-30,702.07,22.14,68.77,12.81,1381.27,4019.32,486.46,49607.0,N-13 P-17 K-12,Goteo,47.71,32.65,55.94,46.08,0.8,Arenoso,7.2
4983,3656-10-30,3657-02-27,747.44,26.7,75.1,12.45,1190.95,3805.15,404.27,42246.0,N-12 P-17 K-16,Goteo,46.29,54.78,54.84,48.9,0.7,Franco,6.8
4984,3657-02-27,3657-06-27,416.71,26.03,68.24,12.62,172.59,4064.6,416.25,45443.0,N-11 P-10 K-10,Gravedad,39.82,44.9,53.5,30.5,0.7,Arcilloso,7.3
4985,3657-06-27,3657-10-25,965.23,22.93,88.98,12.29,2236.23,4365.19,490.94,48842.0,N-10 P-18 K-10,Aspersion,31.77,32.7,48.11,29.39,0.6,Franco,7.2
4986,3657-10-25,3658-02-22,581.87,23.47,74.99,12.26,1118.67,3810.52,462.48,43109.0,N-15 P-20 K-15,Goteo,35.03,58.84,57.55,13.79,0.7,Arcilloso,6.4
4987,3658-02-22,3658-06-22,728.09,26.68,56.71,12.01,606.28,4299.58,425.76,42309.0,N-15 P-16 K-17,Gravedad,40.75,39.93,41.18,38.63,0.9,Arcilloso,6.0
4988,3658-06-22,3658-10-20,942.85,22.75,59.11,12.14,1619.06,4872.27,449.65,43831.0,N-10 P-10 K-11,Aspersion,47.71,36.47,62.1,41.03,0.7,Arcilloso,6.8
4989,3658-10-20,3659-02-17,813.45,25.11,60.15,12.84,337.16,4275.19,424.87,41591.0,N-16 P-17 K-18,Gravedad,47.85,46.23,41.78,17.8,0.9,Franco,5.6
4990,3659-02-17,3659-06-17,927.19,22.84,70.05,12.94,2010.91,3610.54,494.15,44089.0,N-20 P-20 K-12,Goteo,48.7,44.1,49.73,20.99,0.8,Franco,7.0
4991,3659-06-17,3659-10-15,479.47,26.07,57.72,12.19,2030.27,3484.45,476.21,42092.0,N-10 P-14 K-13,Goteo,23.08,33.56,64.12,46.73,0.5,Franco,6.5
4992,3659-10-15,3660-02-12,846.68,24.57,87.39,12.46,516.73,4429.07,429.92,46128.0,N-14 P-13 K-19,Gravedad,29.85,47.69,43.07,46.0,0.7,Franco,6.4
4993,3660-02-12,3660-06-11,552.89,24.18,86.94,12.9,2127.55,4888.24,458.77,47185.0,N-12 P-15 K-20,Gravedad,41.44,31.43,46.07,45.6,0.8,Arenoso,5.7
4994,3660-06-11,3660-10-09,448.43,18.12,51.16,12.64,1500.26,3891.35,460.52,46927.0,N-12 P-16 K-17,Goteo,45.77,46.33,66.22,12.31,0.8,Arcilloso,7.2
